student_id,week,clicks,videos_watched,assignments_submitted
1126,9,240,5,1
1126,10,222,10,1
1127,1,51,10,0
1127,2,258,2,1
1127,3,67,1,1
1127,4,262,11,0
1127,5,88,2,1
1127,6,148,2,0
1127,7,287,1,0
1127,8,122,1,1
1127,9,200,0,1
1127,10,175,7,1
1128,1,22,6,1
1128,2,237,1,1
1128,3,107,7,1
1128,4,142,2,0
1128,5,91,6,0
1128,6,298,8,1
1128,7,165,5,1
1128,8,191,3,0
1128,9,156,10,1
1128,10,92,9,1
1129,1,175,10,1
1129,2,238,1,1
1129,3,28,3,1
1129,4,45,4,1
1129,5,49,2,1
1129,6,280,4,0
1129,7,172,2,1
1129,8,102,5,0
1129,9,59,8,1
1129,10,205,4,1
1130,1,157,8,0
1130,2,187,4,1
1130,3,214,5,1
1130,4,28,3,1
1130,5,203,1,1
1130,6,216,0,1
1130,7,83,2,0
1130,8,93,7,0
1130,9,177,1,1
1130,10,114,5,1
1131,1,279,1,1
1131,2,28,4,1
1131,3,50,3,1
1131,4,243,2,1
1131,5,204,6,1
1131,6,258,10,1
1131,7,7,7,1
1131,8,40,2,1
1131,9,251,10,1
1131,10,243,11,0
1132,1,247,9,0
1132,2,269,2,1
1132,3,69,2,1
1132,4,29,11,1
1132,5,88,10,0
1132,6,299,5,1
1132,7,155,5,1
1132,8,1,6,1
1132,9,223,10,1
1132,10,252,3,0
1133,1,36,8,1
1133,2,167,11,1
1133,3,223,3,0
1133,4,287,3,1
1133,5,182,1,0
1133,6,101,8,0
1133,7,273,3,0
1133,8,108,0,0
1133,9,189,6,0
1133,10,252,6,1
1134,1,159,0,0
1134,2,213,8,1
1134,3,252,6,0
1134,4,180,5,1
1134,5,126,4,0
1134,6,193,7,1
1134,7,120,9,1
1134,8,204,9,0
1134,9,24,4,1
1134,10,14,6,1
1135,1,142,3,0
1135,2,35,2,1
1135,3,219,10,1
1135,4,54,4,1
1135,5,149,3,0
1135,6,53,8,1
1135,7,276,8,1
1135,8,252,3,0
1135,9,0,2,0
1135,10,118,7,0
1136,1,282,11,1
1136,2,146,1,0
1136,3,253,2,0
1136,4,26,11,0
1136,5,128,8,1
1136,6,261,7,0
1136,7,58,4,0
1136,8,3,5,0
1136,9,220,2,0
1136,10,24,9,1
1137,1,90,6,0
1137,2,243,9,1
1137,3,267,10,1
1137,4,39,1,1
1137,5,149,10,1
1137,6,238,3,1
1137,7,117,3,1
1137,8,105,5,0
1137,9,162,3,0
1137,10,232,4,1
1138,1,12,8,1
1138,2,15,3,1
1138,3,31,7,0
1138,4,102,4,1
1138,5,83,3,1
1138,6,144,1,1
1138,7,90,10,1
1138,8,187,1,0
1138,9,96,6,0
1138,10,250,3,1
1139,1,92,11,1
1139,2,73,0,1
1139,3,258,5,0
1139,4,197,6,0
1139,5,14,11,0
1139,6,45,1,0
1139,7,14,9,1
1139,8,238,0,1
1139,9,188,3,0
1139,10,279,10,1
1140,1,98,4,1
1140,2,14,7,0
1140,3,137,4,1
1140,4,23,10,1
1140,5,43,1,1
1140,6,236,11,1
1140,7,113,2,1
1140,8,264,7,1
1140,9,154,3,1
1140,10,194,9,0
1141,1,250,8,1
1141,2,138,1,0
1141,3,95,2,0
1141,4,230,8,1
1141,5,249,6,1
1141,6,89,6,0
1141,7,246,4,1
1141,8,297,8,1
1141,9,58,11,1
1141,10,254,1,0
1142,1,26,8,0
1142,2,266,11,1
1142,3,267,2,1
1142,4,256,5,1
1142,5,104,6,1
1142,6,279,9,1
1142,7,166,8,0
1142,8,19,11,1
1142,9,254,6,1
1142,10,272,10,1
1143,1,90,6,0
1143,2,74,3,0
1143,3,170,8,1
1143,4,107,4,1
1143,5,191,7,0
1143,6,111,7,1
1143,7,65,0,0
1143,8,69,6,0
1143,9,197,0,0
1143,10,131,4,1
1144,1,4,7,0
1144,2,151,7,1
1144,3,236,1,1
1144,4,44,10,1
1144,5,73,8,1
1144,6,107,3,0
1144,7,278,5,0
1144,8,104,1,1
1144,9,251,4,1
1144,10,202,8,1
1145,1,297,10,1
1145,2,174,7,1
1145,3,95,3,1
1145,4,214,10,0
1145,5,27,6,1
1145,6,235,8,0
1145,7,70,8,1
1145,8,200,4,1
1145,9,174,0,1
1145,10,72,7,1
1146,1,144,10,1
1146,2,150,10,1
1146,3,230,10,0
1146,4,139,4,1
1146,5,17,10,1
1146,6,22,0,1
1146,7,199,3,1
1146,8,268,7,0
1146,9,130,3,1
1146,10,27,0,1
1147,1,51,2,0
1147,2,292,11,1
1147,3,210,5,1
1147,4,9,2,0
1147,5,77,7,0
1147,6,218,4,0
1147,7,189,4,1
1147,8,86,11,1
1147,9,208,6,1
1147,10,271,0,1
1148,1,270,11,0
1148,2,247,0,1
1148,3,106,8,1
1148,4,7,1,1
1148,5,117,3,1
1148,6,6,11,1
1148,7,171,2,1
1148,8,180,11,0
1148,9,102,3,1
1148,10,44,4,1
1149,1,157,11,1
1149,2,4,8,1
1149,3,82,3,1
1149,4,290,8,1
1149,5,274,5,0
1149,6,189,1,1
1149,7,112,3,1
1149,8,3,2,1
1149,9,195,5,1
1149,10,147,10,0
1150,1,214,6,1
1150,2,47,1,1
1150,3,249,7,0
1150,4,241,6,1
1150,5,128,4,1
1150,6,8,2,0
1150,7,139,8,1
1150,8,111,6,1
1150,9,228,5,1
1150,10,71,2,1
1151,1,5,1,1
1151,2,294,2,0
1151,3,72,7,1
1151,4,23,0,0
1151,5,257,0,1
1151,6,215,11,1
1151,7,80,3,1
1151,8,143,1,1
1151,9,206,11,1
1151,10,244,4,1
1152,1,111,0,1
1152,2,64,5,1
1152,3,4,0,1
1152,4,256,3,1
1152,5,244,11,1
1152,6,285,9,1
1152,7,224,5,1
1152,8,63,4,0
1152,9,72,7,0
1152,10,72,7,1
1153,1,137,9,1
1153,2,289,6,1
1153,3,207,0,1
1153,4,130,10,0
1153,5,221,4,1
1153,6,250,9,0
1153,7,121,9,0
1153,8,252,2,0
1153,9,5,6,1
1153,10,93,9,1
1154,1,50,4,0
1154,2,53,9,0
1154,3,60,6,1
1154,4,109,11,1
1154,5,217,10,1
1154,6,177,11,1
1154,7,132,2,1
1154,8,149,8,1
1154,9,54,9,0
1154,10,221,5,0
1155,1,226,2,1
1155,2,164,3,0
1155,3,244,6,1
1155,4,241,10,1
1155,5,241,10,0
1155,6,31,10,1
1155,7,25,11,0
1155,8,131,1,1
1155,9,17,11,1
1155,10,4,6,1
1156,1,39,1,1
1156,2,36,1,1
1156,3,97,3,1
1156,4,99,3,0
1156,5,245,1,1
1156,6,270,4,1
1156,7,51,6,0
1156,8,114,3,1
1156,9,152,8,0
1156,10,82,8,1
1157,1,99,4,1
1157,2,201,0,1
1157,3,127,3,0
1157,4,211,7,0
1157,5,22,4,0
1157,6,144,6,1
1157,7,93,10,1
1157,8,86,9,1
1157,9,140,7,1
1157,10,90,1,1
1158,1,227,8,1
1158,2,55,3,0
1158,3,267,4,1
1158,4,108,8,0
1158,5,158,9,1
1158,6,50,8,1
1158,7,275,3,1
1158,8,192,5,1
1158,9,230,4,0
1158,10,268,5,1
1159,1,298,9,1
1159,2,76,11,1
1159,3,98,4,0
1159,4,72,3,1
1159,5,150,10,1
1159,6,269,1,1
1159,7,221,4,0
1159,8,170,11,1
1159,9,142,10,1
1159,10,218,9,1
1160,1,140,10,0
1160,2,266,2,0
1160,3,167,0,0
1160,4,199,10,1
1160,5,203,5,1
1160,6,222,3,1
1160,7,143,5,1
1160,8,116,9,1
1160,9,124,5,0
1160,10,281,7,0
1161,1,32,6,1
1161,2,211,5,1
1161,3,288,11,1
1161,4,21,11,1
1161,5,185,5,1
1161,6,178,9,1
1161,7,100,8,1
1161,8,28,1,0
1161,9,203,10,1
1161,10,156,8,0
1162,1,225,10,0
1162,2,26,9,1
1162,3,280,11,1
1162,4,188,6,0
1162,5,132,0,1
1162,6,136,3,1
1162,7,285,1,1
1162,8,165,2,0
1162,9,174,6,1
1162,10,194,11,1
1163,1,93,9,0
1163,2,75,5,1
1163,3,225,5,0
1163,4,95,6,1
1163,5,10,4,0
1163,6,144,7,1
1163,7,3,11,1
1163,8,169,1,1
1163,9,193,4,1
1163,10,277,0,1
1164,1,182,10,1
1164,2,105,2,1
1164,3,192,7,1
1164,4,177,0,1
1164,5,222,5,1
1164,6,276,10,0
1164,7,29,11,1
1164,8,215,1,0
1164,9,241,7,1
1164,10,98,2,1
1165,1,121,8,1
1165,2,124,6,1
1165,3,112,9,0
1165,4,263,10,1
1165,5,97,4,0
1165,6,131,0,0
1165,7,175,3,1
1165,8,75,2,0
1165,9,209,1,1
1165,10,156,8,0
1166,1,51,10,1
1166,2,55,6,1
1166,3,8,6,1
1166,4,174,7,0
1166,5,240,10,1
1166,6,297,0,1
1166,7,197,6,0
1166,8,290,10,1
1166,9,296,1,0
1166,10,184,6,1
1167,1,112,0,0
1167,2,265,10,1
1167,3,189,7,0
1167,4,244,11,0
1167,5,67,3,1
1167,6,285,8,0
1167,7,128,9,0
1167,8,261,0,0
1167,9,112,9,0
1167,10,269,8,0
1168,1,201,7,1
1168,2,68,6,0
1168,3,44,9,0
1168,4,47,1,1
1168,5,112,4,1
1168,6,13,3,1
1168,7,164,10,0
1168,8,197,2,0
1168,9,223,0,0
1168,10,280,11,1
1169,1,240,4,1
1169,2,298,9,1
1169,3,181,2,0
1169,4,255,8,0
1169,5,232,11,0
1169,6,249,9,1
1169,7,123,3,0
1169,8,155,7,1
1169,9,274,9,0
1169,10,135,10,0
1170,1,181,3,1
1170,2,192,2,0
1170,3,55,5,1
1170,4,6,3,0
1170,5,208,8,0
1170,6,238,7,0
1170,7,174,5,1
1170,8,197,9,0
1170,9,20,2,1
1170,10,51,10,0
1171,1,221,6,0
1171,2,190,11,1
1171,3,59,7,1
1171,4,179,9,0
1171,5,10,2,0
1171,6,236,2,1
1171,7,8,6,0
1171,8,251,2,0
1171,9,67,0,0
1171,10,76,5,1
1172,1,277,3,1
1172,2,244,7,1
1172,3,100,6,0
1172,4,54,6,1
1172,5,32,9,1
1172,6,118,0,1
1172,7,174,9,0
1172,8,147,5,1
1172,9,269,8,0
1172,10,241,9,1
1173,1,78,3,1
1173,2,270,2,1
1173,3,138,9,1
1173,4,5,7,1
1173,5,255,2,1
1173,6,221,3,1
1173,7,106,10,0
1173,8,263,6,1
1173,9,271,10,1
1173,10,286,8,1
1174,1,273,2,1
1174,2,80,2,1
1174,3,167,11,0
1174,4,51,8,0
1174,5,204,7,1
1174,6,149,8,0
1174,7,263,4,1
1174,8,270,3,0
1174,9,95,9,1
1174,10,94,10,1
1175,1,9,10,0
1175,2,151,9,1
1175,3,115,10,1
1175,4,298,6,0
1175,5,245,3,0
1175,6,136,0,0
1175,7,170,3,1
1175,8,188,5,1
1175,9,270,1,1
1175,10,298,3,0
1176,1,125,11,1
1176,2,110,3,1
1176,3,213,4,0
1176,4,81,7,0
1176,5,42,10,1
1176,6,84,11,0
1176,7,94,9,1
1176,8,185,1,1
1176,9,220,1,0
1176,10,48,8,1
1177,1,13,10,1
1177,2,49,7,1
1177,3,273,10,1
1177,4,78,8,0
1177,5,158,4,0
1177,6,162,10,1
1177,7,83,9,0
1177,8,253,4,0
1177,9,19,7,0
1177,10,158,6,0
1178,1,124,1,1
1178,2,234,3,0
1178,3,59,2,1
1178,4,287,3,1
1178,5,237,6,1
1178,6,222,6,1
1178,7,148,10,1
1178,8,192,0,1
1178,9,62,9,1
1178,10,2,2,0
1179,1,223,4,0
1179,2,134,1,0
1179,3,105,0,1
1179,4,80,1,1
1179,5,186,2,1
1179,6,153,4,1
1179,7,202,3,1
1179,8,285,1,1
1179,9,250,4,1
1179,10,96,1,0
1180,1,72,8,1
1180,2,48,8,1
1180,3,170,0,1
1180,4,247,7,1
1180,5,75,10,0
1180,6,297,11,1
1180,7,128,0,1
1180,8,234,11,1
1180,9,89,4,1
1180,10,41,10,1
1181,1,153,2,0
1181,2,165,8,0
1181,3,143,9,1
1181,4,121,3,0
1181,5,194,8,0
1181,6,190,2,1
1181,7,45,8,1
1181,8,200,11,0
1181,9,99,3,1
1181,10,242,11,1
1182,1,149,8,1
1182,2,72,6,1
1182,3,54,3,1
1182,4,289,6,1
1182,5,215,11,0
1182,6,64,0,1
1182,7,150,10,1
1182,8,37,1,1
1182,9,250,10,0
1182,10,248,6,1
1183,1,240,10,0
1183,2,138,2,1
1183,3,49,0,1
1183,4,147,5,1
1183,5,153,9,1
1183,6,95,9,1
1183,7,113,9,1
1183,8,13,9,1
1183,9,156,9,1
1183,10,58,10,0
1184,1,252,2,0
1184,2,228,2,1
1184,3,181,0,1
1184,4,67,5,1
1184,5,200,3,1
1184,6,297,7,1
1184,7,189,6,0
1184,8,235,6,1
1184,9,270,7,0
1184,10,254,11,1
1185,1,48,1,1
1185,2,261,3,1
1185,3,229,5,1
1185,4,215,0,0
1185,5,68,9,0
1185,6,139,4,1
1185,7,271,2,1
1185,8,275,6,1
1185,9,34,2,1
1185,10,127,4,0
1186,1,181,7,1
1186,2,28,3,1
1186,3,73,9,0
1186,4,178,3,1
1186,5,196,1,1
1186,6,31,5,1
1186,7,127,2,0
1186,8,196,8,0
1186,9,297,6,0
1186,10,299,1,1
1187,1,93,4,0
1187,2,202,10,1
1187,3,165,9,1
1187,4,63,7,1
1187,5,152,10,1
1187,6,41,1,1
1187,7,36,8,0
1187,8,106,0,1
1187,9,78,7,0
1187,10,43,0,1
1188,1,15,4,1
1188,2,170,1,0
1188,3,1,3,1
1188,4,234,7,1
1188,5,21,9,1
1188,6,197,11,0
1188,7,44,11,1
1188,8,185,1,0
1188,9,42,11,1
1188,10,130,3,1
1189,1,197,10,0
1189,2,51,10,1
1189,3,39,11,1
1189,4,191,6,1
1189,5,192,9,1
1189,6,125,5,1
1189,7,36,0,1
1189,8,91,5,1
1189,9,65,2,1
1189,10,197,1,0
1190,1,90,1,0
1190,2,113,2,1
1190,3,78,9,1
1190,4,50,11,1
1190,5,243,10,0
1190,6,145,7,1
1190,7,171,10,0
1190,8,86,3,1
1190,9,26,10,1
1190,10,220,11,1
1191,1,216,1,0
1191,2,14,4,1
1191,3,265,3,1
1191,4,255,1,1
1191,5,254,2,1
1191,6,138,11,1
1191,7,208,2,1
1191,8,4,7,0
1191,9,179,10,1
1191,10,40,9,1
1192,1,272,5,1
1192,2,283,0,1
1192,3,45,5,1
1192,4,161,3,1
1192,5,177,10,0
1192,6,230,11,1
1192,7,146,2,1
1192,8,264,1,0
1192,9,103,9,0
1192,10,96,10,1
1193,1,218,11,1
1193,2,164,9,1
1193,3,24,5,1
1193,4,195,4,0
1193,5,83,0,0
1193,6,252,10,1
1193,7,250,11,1
1193,8,126,11,1
1193,9,255,6,1
1193,10,285,10,0
1194,1,218,0,0
1194,2,182,4,1
1194,3,279,1,0
1194,4,262,7,1
1194,5,143,0,1
1194,6,25,3,1
1194,7,180,5,0
1194,8,139,1,1
1194,9,109,1,1
1194,10,53,10,1
1195,1,214,3,0
1195,2,273,11,0
1195,3,179,4,1
1195,4,70,0,1
1195,5,0,1,1
1195,6,213,8,0
1195,7,47,0,1
1195,8,18,11,0
1195,9,59,3,0
1195,10,60,7,0
1196,1,101,5,1
1196,2,95,0,0
1196,3,59,8,1
1196,4,234,0,0
1196,5,247,9,1
1196,6,75,6,0
1196,7,110,3,1
1196,8,245,11,0
1196,9,285,2,1
1196,10,236,3,0
1197,1,165,7,1
1197,2,297,4,1
1197,3,218,5,1
1197,4,203,9,0
1197,5,8,10,0
1197,6,191,9,0
1197,7,86,0,1
1197,8,180,11,0
1197,9,171,5,1
1197,10,32,10,1
1198,1,138,3,0
1198,2,153,7,1
1198,3,14,11,1
1198,4,255,11,0
1198,5,281,7,1
1198,6,6,7,0
1198,7,36,0,1
1198,8,37,7,1
1198,9,132,5,1
1198,10,180,0,0
1199,1,72,11,0
1199,2,254,5,0
1199,3,93,9,1
1199,4,92,0,1
1199,5,176,2,1
1199,6,261,10,1
1199,7,74,11,1
1199,8,101,0,1
1199,9,101,10,0
1199,10,139,3,1
1200,1,128,2,0
1200,2,285,11,1
1200,3,43,6,1
1200,4,125,9,1
1200,5,76,1,1
1200,6,179,9,1
1200,7,234,4,1
1200,8,280,8,0
1200,9,131,7,0
1200,10,79,0,1
1201,1,289,10,1
1201,2,27,3,1
1201,3,39,4,0
1201,4,287,9,0
1201,5,265,10,0
1201,6,167,10,1
1201,7,98,5,0
1201,8,289,4,1
1201,9,287,9,1
1201,10,260,3,0
1202,1,231,7,1
1202,2,178,2,0
1202,3,111,2,1
1202,4,141,6,0
1202,5,162,10,1
1202,6,144,3,1
1202,7,258,8,0
1202,8,49,0,1
1202,9,24,8,1
1202,10,136,4,1
1203,1,62,0,0
1203,2,246,6,0
1203,3,254,2,0
1203,4,296,7,0
1203,5,115,0,0
1203,6,288,4,1
1203,7,30,2,1
1203,8,288,3,1
1203,9,73,0,0
1203,10,5,3,1
1204,1,247,1,0
1204,2,154,7,0
1204,3,123,5,1
1204,4,60,3,1
1204,5,124,7,1
1204,6,184,11,1
1204,7,43,6,1
1204,8,283,3,0
1204,9,217,4,1
1204,10,262,9,0
1205,1,13,1,1
1205,2,259,3,0
1205,3,259,5,0
1205,4,109,7,0
1205,5,170,6,1
1205,6,150,8,0
1205,7,247,11,0
1205,8,84,2,0
1205,9,275,5,1
1205,10,166,4,0
1206,1,0,1,1
1206,2,91,1,1
1206,3,42,7,0
1206,4,242,6,1
1206,5,122,3,1
1206,6,139,10,1
1206,7,105,3,1
1206,8,210,7,1
1206,9,298,11,1
1206,10,261,8,1
1207,1,296,8,1
1207,2,89,3,0
1207,3,199,10,1
1207,4,186,5,1
1207,5,90,3,0
1207,6,253,8,0
1207,7,275,6,0
1207,8,285,1,1
1207,9,296,0,1
1207,10,48,1,1
1208,1,44,1,0
1208,2,204,2,0
1208,3,217,4,1
1208,4,130,2,1
1208,5,48,10,0
1208,6,85,11,0
1208,7,38,11,0
1208,8,47,1,1
1208,9,56,6,0
1208,10,175,1,1
1209,1,153,8,1
1209,2,100,1,1
1209,3,162,3,1
1209,4,200,2,1
1209,5,29,5,1
1209,6,84,4,1
1209,7,60,6,1
1209,8,0,2,1
1209,9,34,6,0
1209,10,230,1,0
1210,1,262,0,1
1210,2,48,1,0
1210,3,230,3,1
1210,4,75,9,1
1210,5,41,3,1
1210,6,70,6,0
1210,7,275,8,1
1210,8,102,8,0
1210,9,222,7,0
1210,10,145,2,1
1211,1,130,7,0
1211,2,243,3,1
1211,3,297,7,0
1211,4,195,11,0
1211,5,254,0,1
1211,6,43,1,1
1211,7,270,2,0
1211,8,55,5,1
1211,9,57,5,0
1211,10,254,3,1
1212,1,144,10,1
1212,2,74,0,1
1212,3,8,6,1
1212,4,65,6,0
1212,5,247,9,1
1212,6,1,6,1
1212,7,276,1,1
1212,8,232,3,1
1212,9,61,2,1
1212,10,221,5,1
1213,1,155,10,1
1213,2,104,4,1
1213,3,151,4,0
1213,4,2,5,1
1213,5,264,1,0
1213,6,235,10,1
1213,7,53,7,0
1213,8,29,8,1
1213,9,127,4,1
1213,10,138,3,0
1214,1,231,5,0
1214,2,252,2,1
1214,3,19,0,0
1214,4,73,8,1
1214,5,175,10,1
1214,6,113,2,0
1214,7,297,7,0
1214,8,198,10,1
1214,9,96,8,0
1214,10,201,9,0
1215,1,129,10,1
1215,2,138,3,1
1215,3,214,0,1
1215,4,130,9,1
1215,5,208,9,1
1215,6,125,2,1
1215,7,178,10,1
1215,8,145,0,1
1215,9,172,4,1
1215,10,103,11,1
1216,1,35,4,0
1216,2,76,9,1
1216,3,106,0,1
1216,4,94,5,1
1216,5,126,9,1
1216,6,143,10,1
1216,7,75,5,0
1216,8,114,0,0
1216,9,84,6,0
1216,10,175,8,1
1217,1,142,5,0
1217,2,189,11,1
1217,3,129,3,1
1217,4,298,9,1
1217,5,145,9,0
1217,6,184,5,1
1217,7,132,1,0
1217,8,220,4,1
1217,9,167,9,0
1217,10,29,10,1
1218,1,218,5,1
1218,2,228,3,1
1218,3,120,9,0
1218,4,152,11,1
1218,5,3,1,1
1218,6,259,3,1
1218,7,233,9,1
1218,8,291,1,1
1218,9,179,11,1
1218,10,69,2,1
1219,1,86,5,0
1219,2,278,6,1
1219,3,12,4,0
1219,4,201,1,0
1219,5,20,0,0
1219,6,221,4,1
1219,7,174,3,1
1219,8,141,10,1
1219,9,210,7,0
1219,10,106,1,1
1220,1,172,9,1
1220,2,240,7,0
1220,3,137,1,0
1220,4,6,4,1
1220,5,298,8,1
1220,6,162,7,1
1220,7,128,6,0
1220,8,22,5,0
1220,9,27,8,1
1220,10,76,10,0
1221,1,276,2,1
1221,2,217,4,1
1221,3,123,10,1
1221,4,226,6,1
1221,5,117,2,1
1221,6,266,1,1
1221,7,98,8,1
1221,8,214,5,1
1221,9,130,9,0
1221,10,202,1,0
1222,1,55,7,0
1222,2,283,6,0
1222,3,85,5,0
1222,4,161,5,1
1222,5,206,3,0
1222,6,196,9,1
1222,7,166,3,1
1222,8,260,5,0
1222,9,290,10,1
1222,10,229,7,1
1223,1,55,0,0
1223,2,230,0,1
1223,3,151,6,1
1223,4,161,8,0
1223,5,282,5,0
1223,6,158,11,0
1223,7,255,10,1
1223,8,194,5,0
1223,9,26,2,0
1223,10,210,0,0
1224,1,148,0,1
1224,2,163,7,1
1224,3,90,4,1
1224,4,55,1,0
1224,5,223,0,1
1224,6,74,5,1
1224,7,27,7,1
1224,8,147,0,1
1224,9,213,5,1
1224,10,61,5,0
1225,1,108,0,1
1225,2,127,10,1
1225,3,277,2,1
1225,4,44,1,1
1225,5,275,1,1
1225,6,43,5,1
1225,7,173,8,1
1225,8,252,3,1
1225,9,271,9,0
1225,10,162,3,1
1226,1,147,2,1
1226,2,234,7,1
1226,3,272,9,1
1226,4,3,8,1
1226,5,78,6,1
1226,6,85,10,1
1226,7,250,10,0
1226,8,5,3,1
1226,9,37,7,0
1226,10,1,0,1
1227,1,285,0,0
1227,2,9,5,0
1227,3,79,8,1
1227,4,156,7,1
1227,5,104,1,1
1227,6,27,8,1
1227,7,123,7,0
1227,8,239,9,1
1227,9,86,7,0
1227,10,154,10,0
1228,1,140,4,1
1228,2,73,0,1
1228,3,0,7,0
1228,4,251,11,1
1228,5,298,1,0
1228,6,152,11,1
1228,7,249,9,1
1228,8,105,0,1
1228,9,282,6,1
1228,10,170,3,1
1229,1,240,7,0
1229,2,201,9,1
1229,3,277,4,0
1229,4,167,5,0
1229,5,254,0,0
1229,6,279,0,0
1229,7,228,9,0
1229,8,106,4,1
1229,9,27,10,1
1229,10,122,6,1
1230,1,207,4,1
1230,2,257,10,0
1230,3,230,0,1
1230,4,191,9,0
1230,5,160,0,1
1230,6,289,11,0
1230,7,73,6,1
1230,8,237,5,1
1230,9,165,7,0
1230,10,153,9,1
1231,1,119,3,0
1231,2,190,1,1
1231,3,299,11,0
1231,4,121,6,1
1231,5,33,3,0
1231,6,38,10,1
1231,7,53,0,1
1231,8,122,10,1
1231,9,1,0,1
1231,10,84,7,0
1232,1,208,0,1
1232,2,203,1,0
1232,3,200,3,1
1232,4,200,2,1
1232,5,22,0,1
1232,6,281,8,1
1232,7,89,9,0
1232,8,23,3,0
1232,9,243,8,1
1232,10,140,3,0
1233,1,103,2,1
1233,2,119,10,1
1233,3,174,6,0
1233,4,158,0,1
1233,5,4,8,0
1233,6,35,4,1
1233,7,284,0,1
1233,8,147,2,0
1233,9,296,3,1
1233,10,197,0,1
1234,1,221,8,1
1234,2,94,2,0
1234,3,251,1,1
1234,4,195,2,1
1234,5,225,8,1
1234,6,79,6,0
1234,7,175,9,0
1234,8,110,5,0
1234,9,272,8,1
1234,10,272,5,1
1235,1,105,7,0
1235,2,7,10,1
1235,3,74,7,1
1235,4,81,5,0
1235,5,5,10,1
1235,6,280,7,1
1235,7,139,11,1
1235,8,44,7,1
1235,9,182,8,0
1235,10,119,6,1
1236,1,52,10,1
1236,2,136,3,1
1236,3,179,6,1
1236,4,195,10,0
1236,5,67,2,0
1236,6,183,5,1
1236,7,237,0,1
1236,8,188,6,1
1236,9,285,4,1
1236,10,282,6,0
1237,1,148,2,0
1237,2,117,9,1
1237,3,137,11,0
1237,4,146,6,0
1237,5,52,7,0
1237,6,289,5,0
1237,7,170,3,0
1237,8,38,5,1
1237,9,270,5,1
1237,10,284,9,0
1238,1,168,8,1
1238,2,284,3,0
1238,3,291,7,1
1238,4,286,11,1
1238,5,289,5,0
1238,6,20,10,1
1238,7,9,5,1
1238,8,173,1,1
1238,9,224,2,0
1238,10,251,3,1
1239,1,192,6,0
1239,2,94,10,1
1239,3,279,4,0
1239,4,177,3,1
1239,5,204,7,0
1239,6,76,3,1
1239,7,227,5,1
1239,8,38,2,1
1239,9,261,3,0
1239,10,255,0,0
1240,1,204,6,1
1240,2,294,5,1
1240,3,273,2,0
1240,4,20,9,1
1240,5,66,2,0
1240,6,36,7,1
1240,7,96,1,1
1240,8,176,0,1
1240,9,43,1,1
1240,10,25,6,0
1241,1,193,2,1
1241,2,189,3,1
1241,3,109,6,1
1241,4,215,7,1
1241,5,177,9,0
1241,6,124,4,0
1241,7,20,1,0
1241,8,226,11,1
1241,9,187,9,0
1241,10,34,9,0
1242,1,56,11,0
1242,2,90,8,1
1242,3,53,11,1
1242,4,242,6,0
1242,5,280,6,0
1242,6,26,7,1
1242,7,71,6,0
1242,8,85,5,0
1242,9,297,3,0
1242,10,186,9,1
1243,1,286,3,1
1243,2,74,10,0
1243,3,20,8,1
1243,4,144,11,0
1243,5,245,7,1
1243,6,251,7,1
1243,7,141,4,0
1243,8,80,8,1
1243,9,14,6,1
1243,10,130,4,0
1244,1,160,0,0
1244,2,5,0,0
1244,3,280,2,1
1244,4,212,8,1
1244,5,98,11,1
1244,6,106,11,1
1244,7,107,6,1
1244,8,258,10,1
1244,9,217,0,1
1244,10,26,10,1
1245,1,91,11,0
1245,2,234,4,0
1245,3,106,0,1
1245,4,244,8,0
1245,5,152,0,1
1245,6,232,7,1
1245,7,158,3,1
1245,8,220,6,0
1245,9,129,11,1
1245,10,71,1,1
1246,1,264,0,1
1246,2,125,6,1
1246,3,2,8,1
1246,4,115,3,1
1246,5,123,1,0
1246,6,72,8,0
1246,7,263,8,1
1246,8,147,11,0
1246,9,111,10,1
1246,10,209,8,0
1247,1,191,0,1
1247,2,143,3,1
1247,3,292,7,0
1247,4,292,5,0
1247,5,142,0,1
1247,6,212,6,1
1247,7,15,9,0
1247,8,132,8,1
1247,9,132,11,0
1247,10,121,1,1
1248,1,252,11,1
1248,2,175,6,1
1248,3,141,3,1
1248,4,129,10,0
1248,5,185,1,1
1248,6,66,0,1
1248,7,73,8,1
1248,8,156,8,1
1248,9,95,1,1
1248,10,201,10,1
1249,1,270,10,1
1249,2,107,9,0
1249,3,173,4,1
1249,4,84,11,0
1249,5,238,1,1
1249,6,65,9,1
1249,7,156,10,1
1249,8,108,6,0
1249,9,229,4,1
1249,10,73,5,1
1250,1,60,0,1
1250,2,228,0,1
1250,3,167,4,1
1250,4,191,0,0
1250,5,238,7,1
1250,6,86,7,0
1250,7,72,10,0
1250,8,297,3,1
1250,9,33,9,1
1250,10,193,3,0
1251,1,116,6,1
1251,2,42,9,1
1251,3,285,4,1
1251,4,248,1,1
1251,5,66,9,0
1251,6,226,3,0
1251,7,230,2,1
1251,8,150,8,1
1251,9,286,6,1
1251,10,70,0,1
1252,1,21,10,1
1252,2,243,6,1
1252,3,107,3,0
1252,4,37,1,1
1252,5,290,8,1
1252,6,125,9,0
1252,7,259,8,1
1252,8,245,7,1
1252,9,91,10,0
1252,10,240,7,0
1253,1,140,2,1
1253,2,188,2,0
1253,3,85,4,1
1253,4,2,8,1
1253,5,57,0,1
1253,6,99,3,1
1253,7,164,5,1
1253,8,255,6,0
