student_id,country,age,gender,prior_gpa,admitted_program,target_success
609,IT,21,F,3.4801412217253747,BIO,1
610,LK,38,F,2.235077438662119,BIO,1
611,DE,21,M,2.920806911928953,ENG,1
612,LK,36,M,3.0637096865748568,ENG,0
613,EE,36,F,1.7142298186496623,CS,1
614,IN,19,M,3.081616395772464,CS,1
615,IN,22,F,4.0,BIO,1
616,LT,39,F,3.1839616994804745,BA,1
617,LT,31,M,3.6840478488650534,BA,1
618,LV,21,Other,2.9097488380772227,ENG,1
619,LV,44,F,2.756069005609707,CS,0
620,DE,25,F,3.0287628340485853,CS,1
621,DE,18,M,2.3105040112093405,CS,1
622,LT,42,M,2.2217348876593666,BA,0
623,EE,18,F,3.5597827343016193,BA,0
624,IN,32,F,3.623405405719911,CS,1
625,LT,44,M,2.2053362106475896,BA,1
626,EE,33,F,3.3807992827323186,BA,1
627,EE,33,F,2.7478240146363873,ENG,0
628,DE,28,F,3.0038851446942583,ENG,1
629,EE,21,F,3.0761311836610377,BIO,1
630,LK,33,M,3.396610280874591,BIO,1
631,EE,42,M,2.849630921117913,BA,1
632,DE,20,M,3.6460971971811613,BIO,0
633,EE,41,M,2.9856477038559546,ENG,1
634,LT,29,Other,3.1745105634817192,CS,0
635,IN,32,F,2.300042445077652,BA,1
636,LT,22,F,4.0,ENG,0
637,EE,34,M,3.08189495392298,BIO,1
638,LK,22,F,3.2277984552070595,BA,0
639,IT,25,M,1.835088513273075,CS,1
640,IN,37,M,2.306378786152539,CS,1
641,IT,19,F,3.542730212751238,CS,1
642,LK,30,M,2.9721346709755627,ENG,0
643,DE,34,F,1.6517321591026441,ENG,0
644,LK,21,F,3.4229739573902913,BA,1
645,EE,25,M,2.473730317388366,ENG,1
646,DE,27,F,3.6467901915260272,BIO,1
647,DE,35,M,2.74729859283778,BIO,1
648,IT,44,M,2.9228240116123176,CS,1
649,LK,40,M,3.5073727471549887,ENG,1
650,DE,23,F,2.2615042174872024,BIO,0
651,IN,18,F,2.204291915299636,BIO,1
652,LT,19,F,2.6821009477611355,BA,1
653,LK,34,F,3.296303679772733,BA,1
654,DE,22,M,2.0014736484319053,BIO,1
655,DE,24,F,1.7991792400665418,CS,1
656,LK,40,F,3.2942325562262753,ENG,1
657,IN,41,M,2.438213012459798,CS,1
658,LV,40,F,2.56466439224783,BIO,0
659,EE,24,F,1.6859137588359003,CS,1
660,LT,34,F,2.3926124113888108,CS,1
661,LK,34,M,2.7954596220213093,BA,1
662,LV,23,M,3.358226714573735,CS,1
663,LT,32,F,2.3372619002592163,BA,0
664,IN,32,M,3.7944256721394978,BA,0
665,IN,28,M,2.3892663854921192,BA,0
666,DE,38,M,2.390144919048895,ENG,1
667,IT,36,F,3.722414531138681,ENG,0
668,IT,32,F,2.9268760914183503,BIO,1
669,LV,37,M,2.4687851625930537,BA,1
670,IT,38,F,2.7069201212916436,ENG,1
671,IN,33,M,3.611844146525235,ENG,0
672,IN,25,M,3.6797216917754088,CS,1
673,LV,38,F,2.3099240924378464,ENG,0
674,IN,37,M,2.7745397139525347,BIO,1
675,LK,44,M,2.8540940966005435,BA,0
676,IN,22,M,2.208255933690041,CS,0
677,LV,29,F,2.7665889684100033,BA,0
678,DE,42,M,2.80319371627102,BA,1
679,IT,31,M,3.484125687362041,ENG,0
680,LK,43,M,3.52445501698672,BIO,1
681,LV,18,M,2.602474360984595,ENG,1
682,IT,18,M,2.671628113683513,CS,1
683,IT,39,F,3.1985753812333813,BA,0
684,LT,27,F,2.448886930643793,ENG,0
685,LK,32,F,3.1531840910424416,BA,1
686,EE,29,M,2.747256107578471,ENG,0
687,IN,29,M,2.2183608533568275,ENG,1
688,DE,43,M,2.225897972272212,BA,1
689,LK,20,F,3.668235217618661,ENG,1
690,IT,38,M,2.706147112514021,BA,0
691,LK,42,M,3.7842124563389863,CS,1
692,IT,35,F,2.491818243571054,BA,0
693,IT,28,M,2.9747231206788958,BA,1
694,LV,22,M,4.0,CS,0
695,LT,36,M,2.165567953202032,BIO,1
696,LK,30,F,1.6613113000601338,ENG,1
697,IN,22,M,3.5719540787723396,CS,0
698,LV,27,M,2.3039145367641556,BIO,0
699,LV,43,M,2.7875761815362594,BIO,0
700,DE,25,M,2.4484490737290487,CS,0
701,IN,22,Other,2.9608976685731894,CS,0
702,LT,36,F,2.2296782756885545,BA,1
703,LT,23,M,2.6920359472700164,ENG,1
704,LV,42,M,3.0698891959339205,ENG,0
705,DE,41,Other,2.1950146682354426,BA,1
706,LV,44,F,2.3799495822124666,ENG,0
707,IN,42,F,2.591570299840881,CS,1
708,DE,24,M,1.942710739464233,ENG,0
709,DE,23,F,2.546463410320752,BIO,1
710,IN,27,M,2.871277923941741,ENG,1
711,DE,30,F,2.5602706350469426,BA,0
712,LK,41,M,2.637174104240965,BA,0
713,LK,37,M,2.788058997456049,BIO,1
714,IT,35,F,2.4065539225406116,CS,1
715,LK,41,M,3.214637539520126,BA,1
716,DE,35,F,3.661586874881065,CS,1
717,DE,28,M,2.5213717646827307,BIO,1
718,LT,29,M,3.0911189388866243,BA,1
719,IN,31,M,2.6562297067392118,BIO,1
720,LV,20,F,3.0192924070231024,ENG,1
721,IT,38,F,3.7394677187219525,ENG,1
722,LK,35,M,3.105195725810859,ENG,0
723,LV,37,M,1.7359512767141914,CS,1
724,LK,32,M,3.072397378868175,ENG,0
725,LV,39,F,3.5397182459854055,ENG,0
726,LK,43,F,2.6670422980011383,BIO,1
727,LV,33,M,3.3973808836706993,ENG,0
728,DE,29,F,2.385930675308832,BIO,0
729,IN,20,F,1.9086765042866356,BIO,0
730,LK,39,M,2.884701411299584,ENG,1
731,EE,42,F,1.7461139675522115,BA,1
732,IT,36,M,2.6561373922638447,CS,0
733,LK,41,F,3.5721053575873016,BA,0
734,LT,41,M,1.6541422565522315,BIO,1
735,IN,39,M,2.032301922451661,CS,1
736,LK,31,M,2.1807806529030533,BA,0
737,EE,20,F,2.762008084173424,ENG,1
738,LK,18,M,2.5805699286122743,CS,1
739,IT,23,M,3.6394818290176523,BIO,0
740,LK,29,F,3.372608997455018,ENG,1
741,LK,38,F,3.0971637676411587,CS,1
742,IN,30,F,2.8873781886063306,CS,1
743,LT,18,M,3.035937866190896,ENG,1
744,LK,23,M,2.282810586811975,BIO,1
745,EE,44,M,3.314326212133967,BIO,1
746,DE,44,M,2.132773447384479,BIO,1
747,EE,28,M,3.3012261963413385,CS,1
748,EE,39,M,3.511685501271298,ENG,1
749,LT,37,F,2.926518761252852,CS,1
750,IT,43,M,2.6942721646228143,CS,1
751,LT,41,F,3.040185944985804,ENG,0
752,LV,34,M,1.083088977939596,BA,0
753,IT,28,M,2.9813549310912766,ENG,1
754,DE,34,F,2.7319876012961157,BIO,1
755,DE,26,M,2.769623132165805,CS,0
756,LK,27,F,3.2239195077386964,ENG,1
757,EE,34,M,2.755138647061163,BIO,0
758,LV,33,M,2.115875886009305,BA,1
759,LK,33,M,2.715158397504773,ENG,1
760,LT,28,F,2.8405332904484943,BA,0
761,DE,29,F,2.8689603469486076,BIO,1
762,IT,18,F,2.897151620371041,CS,0
763,IT,34,F,3.423621426951132,BIO,1
764,EE,33,F,2.1483792681795113,BIO,0
765,LK,43,F,2.9054202736989097,BIO,1
766,IN,31,Other,3.5739578191709445,BA,1
767,DE,30,F,1.7592331018376828,ENG,0
768,LV,19,F,2.907788008468032,BA,0
769,EE,23,M,2.448772898816174,BA,0
770,IN,27,M,2.5775737693161367,BIO,1
771,IT,28,M,2.2571154980713466,ENG,1
772,LV,27,M,2.6982695705797335,ENG,1
773,LK,28,M,3.9047533686561424,CS,1
774,LK,38,M,2.0413417832936718,BIO,1
775,IT,21,M,2.098233998512703,ENG,1
776,EE,26,M,2.018839257901897,BIO,1
777,LV,22,F,3.83645097197686,CS,1
778,LT,26,F,2.5225961766872276,ENG,1
779,LK,36,M,2.784616563791395,ENG,1
780,IT,19,F,2.558330235336256,ENG,1
781,IN,27,M,2.233346272958145,CS,0
782,LV,18,F,2.6589096120313385,BA,0
783,LV,43,F,4.0,BA,1
784,DE,37,F,3.6352425525845526,ENG,0
785,IN,24,M,2.2882373093246366,CS,1
786,LV,23,F,3.188544461837011,BA,1
787,IN,20,M,2.301086336400174,ENG,1
788,DE,30,M,1.7341794166922673,CS,1
789,LV,38,F,3.4117065505987774,BIO,0
790,LV,33,M,3.4960557079861303,ENG,1
791,DE,41,F,3.4276313506287392,CS,0
792,LK,27,F,2.518080850468256,CS,1
793,LK,25,M,2.699934559598808,BIO,1
794,DE,30,M,3.2498593321948737,BA,1
795,EE,23,F,3.034897622408864,BIO,1
796,IT,44,M,2.563817517221773,BA,1
797,DE,23,F,1.828556907929101,BA,1
798,EE,30,M,2.8683251164852073,BA,1
799,DE,32,M,3.447405783541668,ENG,1
800,LV,19,M,2.0814470265795055,CS,0
801,EE,30,M,3.1832556290055862,BA,0
802,DE,30,F,2.9989250170802153,BA,1
803,IT,25,M,3.2500889579394,CS,0
804,LK,21,M,3.323185299831404,BA,1
805,LK,19,M,2.383320854844788,ENG,1
806,DE,18,F,1.8298243599010322,ENG,1
807,LV,31,F,2.479888284590272,CS,0
808,EE,20,F,3.3334763905162044,BIO,1
809,IT,43,F,2.4747976578844173,BIO,0
810,LV,24,F,2.3835740056854147,ENG,1
811,IT,35,F,1.7071897948452168,BIO,1
812,IN,36,M,3.8515885327305632,BA,0
813,LT,31,F,3.2954281848551856,BIO,0
814,LK,41,M,3.2619375887648583,ENG,0
815,LK,20,M,3.380635232067684,ENG,1
816,LV,24,M,3.146025016926041,CS,1
817,LV,24,M,2.6534026868922824,ENG,0
818,IN,21,M,2.701741537526679,BIO,0
819,IT,25,M,2.543461381244725,BIO,1
820,LV,26,M,4.0,BA,0
821,IN,38,M,3.1335472187796656,CS,1
822,LV,26,M,2.521719735189139,ENG,1
823,IN,41,M,3.079298064499768,CS,1
824,IN,38,M,2.1934786492862095,CS,1
825,LV,42,F,3.702704031153536,ENG,1
826,IN,20,M,2.403358542515716,BIO,1
827,IT,44,M,3.100651259573479,BA,0
828,IT,34,M,3.4395865778458807,BA,0
829,LV,44,M,3.0308611265229954,BA,1
830,LT,27,M,2.8566819950917828,BA,0
831,LT,43,M,2.806481250913609,CS,1
832,DE,33,F,2.7661353418677357,ENG,1
833,LT,19,F,2.4539809066434985,ENG,1
834,LK,29,F,2.530309942138177,BA,0
835,LK,21,F,3.6877542241905608,BA,1
836,LK,43,F,2.734878020388906,BIO,1
837,LT,26,F,2.328522238370336,CS,0
838,LV,24,M,2.4902214418830946,CS,1
839,IT,32,M,3.4602224084183337,CS,1
840,EE,29,F,3.205363979898687,BIO,1
841,IN,20,M,3.1361975069393537,BA,1
842,IT,40,F,2.645487280654125,CS,0
843,LV,40,M,3.144017482103767,BIO,1
844,LV,38,F,2.413863325029611,CS,1
845,LV,34,M,2.644231581192535,BA,0
846,LT,28,F,3.381882692435047,CS,1
847,LV,32,M,3.3245666073514384,ENG,0
848,LK,32,F,2.2108540924295177,ENG,0
849,IN,22,M,2.2866841282548545,BIO,1
850,IT,20,F,2.8652212916880457,BA,0
851,LK,24,M,3.8356794248017057,BA,1
852,IT,30,M,1.6506609013186033,BIO,0
853,LT,22,M,2.9669997637423022,BIO,1
854,EE,20,M,1.9743740010561108,CS,0
855,LK,41,Other,2.4194014038846725,ENG,1
856,LT,28,F,2.581342949161455,BIO,0
857,LV,33,F,2.5476949939378652,ENG,1
858,IN,32,F,2.479722436204475,ENG,0
859,LK,37,F,2.804324236225822,CS,0
860,IT,37,M,2.4788466600216528,CS,1
861,IT,25,Other,1.9225255690875083,CS,1
862,LV,40,Other,3.267921767513666,CS,1
863,LK,28,M,3.251723300289328,BIO,0
864,LK,40,M,3.305904586013601,ENG,0
865,IN,28,M,1.8755593022415509,BIO,1
866,LK,20,M,2.9793508915504905,BA,1
867,LK,38,F,3.2055873134841537,BIO,0
868,DE,18,M,2.181278758936249,CS,1
869,LV,38,M,2.8055039489092772,BIO,1
870,DE,19,F,2.7302400128137805,CS,1
871,LT,23,F,3.905290395140958,CS,1
872,LV,34,Other,3.9546976222075436,CS,1
873,LV,43,Other,1.8013861640018793,BIO,0
874,IN,29,M,4.0,BA,1
875,DE,21,M,2.2508645673080054,BA,0
876,DE,24,F,3.3884039765964555,BA,1
877,LK,42,F,3.3822987885182383,BIO,1
878,DE,37,M,2.2025858638949156,BA,1
879,IN,20,M,3.0959606763034593,CS,0
880,LV,28,M,2.7354797534403614,BA,0
881,LK,25,M,3.1325980027794342,BA,1
882,DE,22,F,2.938403381428375,ENG,1
883,LT,40,M,3.5178036912221478,BIO,1
884,LK,34,F,2.845239725887637,CS,1
885,LK,22,F,2.699275558344213,BIO,1
886,LV,35,F,3.457638539834308,CS,0
887,LT,29,F,3.148237578915162,ENG,1
888,LV,19,M,3.2390880365925323,BA,0
889,LT,30,F,2.401247996644842,BA,1
890,LV,23,F,2.1728423311609153,BA,0
891,IN,24,M,2.459366714048379,BA,0
892,DE,41,M,2.4275071685916467,BIO,1
893,IT,37,F,3.2717195611917482,BIO,1
894,LK,21,F,3.385590430176431,BIO,0
895,IN,40,F,2.7069218262805594,BA,0
896,DE,33,M,3.6585514112946114,ENG,1
897,LV,41,F,3.6210816362590776,BA,0
898,LV,38,F,2.9460393498403232,BIO,0
899,IN,27,F,2.3068649370741756,ENG,1
900,LV,32,M,3.745225989661324,BA,0
901,LV,32,F,2.763389589382955,BA,1
902,LT,37,M,2.8756991178585847,BA,1
903,IT,24,F,2.5962369846360587,ENG,0
904,DE,26,M,2.2661258042216814,ENG,0
905,IN,24,F,1.9188163418108246,BA,0
906,EE,25,F,3.1797209941343727,BIO,0
907,LT,22,F,2.3299593676620276,BIO,0
908,EE,18,M,4.0,BA,1
909,LV,43,M,2.1483558504325124,BIO,1
910,LK,20,F,2.045570515011178,CS,1
911,LT,41,F,3.1060832293680645,BIO,1
912,EE,18,M,3.717588087380377,BA,1
913,IT,38,M,2.8387537941659327,ENG,1
914,IN,26,F,3.1433454521123645,BA,0
915,DE,31,F,1.693871549524774,BA,0
916,DE,25,M,2.3934930725849397,BA,0
917,LK,31,M,2.1558305625174596,ENG,0
918,LT,30,M,1.6629724900312712,CS,0
919,IN,32,M,2.870188140414332,BIO,1
920,IT,28,M,1.4543034270337398,BIO,1
921,IN,32,F,2.0066824203475306,ENG,0
922,DE,40,M,2.477683723591949,ENG,1
923,LT,29,F,2.301228498429354,ENG,1
924,LT,27,F,3.0378451013242405,CS,1
925,IT,21,F,2.983348115141488,ENG,1
926,DE,27,F,3.336279247561274,CS,0
927,EE,21,M,3.2514302396276067,ENG,1
928,EE,22,F,3.484487673616828,BA,1
929,IN,43,F,2.7988489599945674,ENG,1
930,DE,20,M,2.9820801404900017,BIO,1
931,IN,31,M,3.1069082211515147,CS,1
932,LT,40,M,2.8849940184346154,ENG,0
933,IN,43,M,2.5616834140497553,BA,0
934,DE,21,M,2.6005344793961376,BA,1
935,IT,22,F,2.3094649610020204,ENG,0
936,LT,28,M,3.052970097945898,BIO,1
937,LT,32,M,2.7435908955489063,CS,1
938,DE,43,F,2.402095749617941,BIO,1
939,DE,23,F,2.4026531084052443,BIO,0
940,IN,22,F,2.0737607633303266,ENG,1
941,EE,24,F,3.3873048047423198,ENG,0
942,IT,41,F,2.8471706017190725,BA,0
943,DE,18,F,2.2823199882560377,CS,0
944,LV,28,M,3.285128649761211,ENG,1
945,LV,21,M,2.463730714123376,BIO,1
946,IT,22,F,1.9560996237926602,CS,0
947,LV,42,M,3.4127333735314798,ENG,1
948,IT,18,F,2.477741806260332,ENG,0
949,LT,26,M,2.554660545874726,BIO,1
950,LV,42,M,2.8247080122095065,BA,0
951,EE,34,F,3.485553533674069,BA,1
952,IN,19,M,2.812022374519787,BA,1
953,EE,30,M,2.0805297243128615,BIO,1
954,LK,44,M,3.126326202467308,BIO,0
955,IN,28,M,2.5090061654429654,BA,1
956,EE,32,M,3.9327543829176794,BIO,1
957,IN,32,F,2.7993281668012657,ENG,1
958,IT,35,M,1.4589787012608002,BA,1
959,EE,23,M,3.014418983293404,CS,1
960,LT,40,M,3.966758675356137,ENG,0
961,EE,44,F,3.7455521731272334,ENG,1
962,LK,21,M,3.898572573253939,BIO,0
963,LT,40,F,2.1881438887711218,ENG,1
964,IT,40,M,3.347291437586067,CS,0
965,IN,38,F,2.366803276157973,ENG,0
966,IN,28,M,2.9345736396501545,ENG,1
967,EE,30,M,2.0362285427561604,BA,1
968,IT,40,M,2.41332654107037,BA,1
969,LV,22,M,2.3942519815818306,BIO,1
970,EE,40,F,3.3391331680855694,ENG,0
971,EE,42,M,3.280431473001793,ENG,0
972,DE,36,M,2.9660918375984924,BA,1
973,DE,27,F,1.9897471491667686,BA,1
974,LT,33,F,2.613016339630168,ENG,1
975,LT,19,F,2.352330110234364,BIO,1
976,LV,43,M,3.3218054540166944,ENG,1
977,IN,27,M,3.5069109116903103,ENG,0
978,EE,19,M,3.4338313516185295,CS,1
979,DE,39,F,2.3468683483497874,BIO,1
980,IN,35,M,1.1562801266263123,CS,1
981,IN,34,F,1.7398228611219673,BIO,0
982,DE,19,M,3.6529761868493247,BA,1
983,IN,38,F,2.5592470364081055,BIO,1
984,IN,35,M,2.349565229040932,BIO,0
985,IN,39,M,3.7855961760617403,BIO,1
986,IN,40,F,3.559095967292996,BIO,0
987,EE,23,M,2.814669233151872,ENG,1
988,LT,23,Other,2.6239581453616156,BIO,1
989,LK,42,F,2.720739272312125,CS,1
990,EE,32,F,2.9362976790324793,CS,0
991,DE,29,M,3.7600283687917644,ENG,0
992,LT,25,F,3.0534804545423357,BIO,0
993,DE,35,F,3.235617419823485,BIO,1
994,DE,38,M,3.5015620654421027,ENG,0
995,IN,18,M,2.0981943993853482,ENG,1
996,DE,32,F,3.2529171354844255,ENG,0
997,EE,44,F,2.623258747203033,BIO,0
998,IT,25,M,1.2903428825363403,BIO,1
999,DE,25,M,1.5230982748085127,CS,1
